Stock,Year,"Cost of Revenue, Total",Inventories - Other,"Accounts Receivable - Trade, Net",Total Current Assets,Net Sales,Gross Revenue,Total Current Liabilities,Cash from Operating Activities,Total Liabilities,Total Equity,Net Income Incl Extra Before Distributions,Gross Profit,Operating Income,"Total Assets, Reported","Accounts Receivable - Trade, Net",Accounts Payable,Net Income Before Taxes,Interest Expense - Operating,"Interest Expense, Supplemental","Total Fixed Assets, Net",EBITDA,Cash from Investing Activities
PCE.HN,2017,1940617853040.00,21226491150.00,11453841150,1.47986E+11,NULL,2.05343E+12,33452030450,43644177510,33452030450,1.61026E+11,17535839020,77158242990,21617139090,1.94478E+11,11453841150,3859746930,21995166380,79260270,79260270,37587250700.00,23928932670.00,-16996485510.00
PCE.HN,2018,2278738939990.00,54466030550.00,1.95603E+11,3.7566E+11,NULL,2.36908E+12,2.55995E+11,-47077903920,2.55995E+11,1.62824E+11,13328051340,60061709380,7492809580,4.18819E+11,1.95603E+11,1.96855E+11,16737149980,121429180,121429180,36005539080.00,7424789880.00,-35376289220.00
PCE.HN,2019,1863424418130.00,45599875370.00,36932633460,1.63209E+11,NULL,1.94757E+12,41051457740,8366852320,41051457740,1.6252E+11,15566501630,63695053570,7367232360,2.03572E+11,36932633460,6911939100,19490188710,494388680,494388680,32084589200.00,8950176280.00,41603480280.00
PCE.HN,2020,1808239635450.00,61615283320.00,28391254320,1.58981E+11,NULL,1.89616E+12,36256388950,-6733969070,36256388950,1.6035E+11,12826995400,55025740390,3725206680,1.96606E+11,28391254320,3984883990,16090301450,546608220,546608220,85412332680.00,5199923620.00,40641886240.00
PCE.HN,2021,2902315967120.00,133507113910.00,70263328240,2.48354E+11,NULL,3.06133E+12,81014605010,-10256027980,81014605010,2.03386E+11,65809337330,1.34303E+11,73081016980,2.84401E+11,70263328240,44336707520,83405675250,984977420,984977420,84254648390.00,76820851620.00,-456634670.00
PCE.HN,2022,3397537421860.00,131099294170.00,18821650770,2.37354E+11,NULL,3.51889E+12,69063427200,64848617240,69063427200,2.00416E+11,29698171810,92852431350,29183486010,2.69479E+11,18821650770,35197319170,37798683880,902384110,902384110,95709142070.00,33593662580.00,-67203570.00
DGW.HM,2016,3559311758620.00,714275506870.00,3.17184E+11,1.21848E+12,NULL,3.84391E+12,6.7258E+11,1.65804E+11,6.76633E+11,6.29579E+11,66727109230,2.40762E+11,80043248820,1.30621E+12,3.17184E+11,2.7589E+11,84283188020,22795497880,22795497880,108943099170.00,92672884790.00,-6920757760.00
DGW.HM,2017,3546193418490.00,180580969670.00,3.53417E+11,1.50189E+12,NULL,3.86538E+12,9.01914E+11,-2.32354E+11,9.06871E+11,6.87078E+11,79184273810,2.7475E+11,92195674820,1.59395E+12,3.53417E+11,2.29459E+11,99565673300,22611716340,22611716340,194175161650.00,116308061170.00,-13976288670.00
DGW.HM,2018,5568464365610.00,1306946402320.00,5.17607E+11,2.11833E+12,NULL,5.99827E+12,1.45189E+12,-1.2559E+11,1.45781E+12,7.65528E+11,1.10931E+11,3.68906E+11,1.37313E+11,2.22334E+12,5.17607E+11,5.47084E+11,1.39636E+11,32134890090,32134890090,268521122820.00,173845705210.00,-10743882180.00
DGW.HM,2019,7939942178840.00,1443366307510.00,5.07608E+11,2.28755E+12,NULL,8.6032E+12,1.47574E+12,2.86692E+11,1.48374E+12,9.21319E+11,1.64457E+11,5.48126E+11,2.08747E+11,2.40506E+12,5.07608E+11,7.0033E+11,2.10354E+11,47582349660,47582349660,273611094480.00,245113205020.00,-1756401070.00
DGW.HM,2020,11732855520720.00,819564747560.00,1.0557E+12,2.862E+12,NULL,1.27093E+13,1.90555E+12,8.26386E+11,1.91172E+12,1.15703E+12,2.67172E+11,8.02782E+11,3.3055E+11,3.06875E+12,1.0557E+12,9.4137E+11,3.33758E+11,27018043420,27018043420,81278623490.00,321110570600.00,-58419333700.00
DGW.HM,2021,19414819300280.00,2839975998770.00,1.63402E+12,6.2555E+12,NULL,2.13027E+13,4.7533E+12,1.49268E+11,4.76562E+12,1.7792E+12,6.54373E+11,1.50799E+12,8.19396E+11,6.54482E+12,1.63402E+12,2.84446E+12,8.19839E+11,31886522710,31886522710,102669218010.00,768298302460.00,12241110650.00
DGW.HM,2022,20396747935950.00,3254338593620.00,1.45268E+12,5.78222E+12,NULL,2.21384E+13,3.88214E+12,-1.17605E+12,3.96093E+12,2.39436E+12,6.83783E+11,1.66246E+12,8.68058E+11,6.35529E+12,1.45268E+12,1.21048E+12,8.62368E+11,99165599220,99165599220,84993780120.00,818804065290.00,-260318162180.00
PDB.HN,2016,331482781920.00,12405726740.00,98907403980,1.43767E+11,NULL,3.81276E+11,78267247490,10421469780,1.08444E+11,1.16602E+11,28197357290,49773413560,36299493840,2.25046E+11,98907403980,23870582690,36017725270,3873173910,3873173910,88771964160.00,57859767820.00,-35986173720.00
PDB.HN,2017,358652651860.00,16591829050.00,1.29473E+11,1.66672E+11,NULL,4.00279E+11,1.0419E+11,3044072750,1.45128E+11,1.24213E+11,15367622240,41481452220,20727381700,2.69341E+11,1.29473E+11,32498315220,19952470230,6160815340,6160815340,86883126020.00,43395912120.00,-36106956020.00
PDB.HN,2018,368706292700.00,24254751730.00,1.42995E+11,1.92496E+11,NULL,4.13705E+11,1.17937E+11,29238287670,1.45959E+11,1.31531E+11,18123874890,44795151310,24218633410,2.7749E+11,1.42995E+11,49968187240,23464804140,6938473780,6938473780,83041623040.00,48500821820.00,-1053679160.00
PDB.HN,2019,352166208310.00,23408544860.00,1.36602E+11,2.01488E+11,NULL,3.97705E+11,1.21726E+11,40774085330,1.48767E+11,1.41493E+11,21046946650,45339987530,24304735510,2.9026E+11,1.36602E+11,55862420230,24120707120,5941868450,5941868450,74809790720.00,46243534010.00,-32098108340.00
PDB.HN,2020,234815181940.00,23693707370.00,1.05835E+11,1.60648E+11,NULL,2.56053E+11,99066428960,47413780260,1.13644E+11,1.33888E+11,3916691160,21230305080,3811979540,2.47532E+11,1.05835E+11,51475739450,3815152170,4560153610,4560153610,463611320350.00,23997293900.00,-8833625990.00
PDB.HN,2021,236541135800.00,11057760240.00,1.09031E+11,1.39261E+11,NULL,2.63034E+11,80804991010,8032907800,86032982640,1.3627E+11,2295786000,26492924890,2527274480,2.22303E+11,1.09031E+11,41794309630,3522905750,3167238430,3167238430,528381854500.00,22064093290.00,-9257571650.00
PDB.HN,2022,264965773900.00,18189032160.00,1.01423E+11,1.44844E+11,NULL,2.85631E+11,87067816780,15677766630,91793600900,1.2786E+11,775641410,20649621610,2158980530,2.19654E+11,1.01423E+11,41373538890,2070998080,2179068190,2179068190,534472314440.00,18179892190.00,-2012649760.00
PIC.HN,2016,23283596010.00,15295123120.00,12987346940,62494775640,58475433270,NULL,62435656150,77981528480,2.06019E+11,3.20088E+11,25572945130,35191837260,26825245380,5.26106E+11,12987346940,21099483060,27032121820,2722288440,2722288440,512452526050.00,40456630760.00,-138787587310.00
PIC.HN,2017,30920006560.00,3138431260.00,12703287310,42701706780,82498206960,NULL,44915371190,48223896340,2.2493E+11,3.46153E+11,40724325610,51578200400,42952745370,5.71084E+11,12703287310,10429081770,42952745370,1246965910,1246965910,484481515780.00,57198774340.00,-70136722810.00
PIC.HN,2018,49038622790.00,1107167610.00,14658782450,36946773390,1.05993E+11,NULL,58463351060,40344528940,2.31915E+11,3.39504E+11,26721653590,56954858060,28573118620,5.71419E+11,14658782450,20157953440,28655747960,17241750030,17241750030,452208455010.00,69311263340.00,-11115140580.00
PIC.HN,2019,51074880940.00,1098661910.00,16533106810,50508013870,98372330450,NULL,32438302220,26057514200,2.07394E+11,3.55566E+11,18530306170,47297449510,19069476340,5.62961E+11,16533106810,907608860,19120420840,17857147390,17857147390,415720477790.00,61830360490.00,-21206824500.00
PIC.HN,2020,50876609360.00,433348980.00,24456924310,64152879430,1.01559E+11,NULL,33961292200,44409515210,1.9167E+11,3.56964E+11,19738910170,50682150250,23915163110,5.48634E+11,24456924310,90293330,20747248450,16475873510,16475873510,823598324310.00,65221860940.00,-13425370830.00
PIC.HN,2021,68183156830.00,532248730.00,22725375930,83159622890,1.27378E+11,NULL,26026561360,69843451020,1.66488E+11,3.6888E+11,31424056630,59194667270,33323647290,5.35368E+11,22725375930,233175790,33182244680,12960496600,12960496600,1277933033100.00,83501607140.00,-5876526460.00
PIC.HN,2022,76095478300.00,364375630.00,23970717010,93012376220,1.49383E+11,NULL,48234584720,78861235500,1.54201E+11,3.54532E+11,42877177680,73287622160,45698211570,5.08733E+11,23970717010,1956133230,45572366620,10780624510,10780624510,417817273070.00,93683095660.00,-3803081820.00
LDG.HM,2016,201314548460.00,1080300320310.00,2.56286E+11,1.87545E+12,NULL,5.85434E+11,6.6416E+11,1.72164E+11,1.67045E+12,1.13508E+12,1.5874E+11,2.95246E+11,2.17324E+11,2.80554E+12,2.56286E+11,44730830700,2.11623E+11,1564931950,1564931950,461652355820.00,227362910790.00,-125872914710.00
LDG.HM,2017,229636104830.00,104908720830.00,5.37792E+11,1.88995E+12,NULL,7.22019E+11,7.83734E+11,83542491470,1.69983E+12,1.94569E+12,2.82894E+11,4.33681E+11,3.58696E+11,3.64552E+12,5.37792E+11,73132758910,3.60141E+11,238200750,238200750,557917801540.00,324933592200.00,-632653777580.00
LDG.HM,2018,855903993190.00,318415255710.00,4.73752E+11,3.74972E+12,NULL,1.9753E+12,1.62438E+12,3.11791E+11,2.30791E+12,2.5612E+12,6.03154E+11,8.63045E+11,7.65673E+11,4.86911E+12,4.73752E+11,1.40692E+11,7.67964E+11,328483080,328483080,857773838110.00,718064562180.00,126000502350.00
LDG.HM,2019,357951547690.00,303508342870.00,5.02997E+11,3.94331E+12,NULL,7.90119E+11,2.55687E+12,-1.49606E+12,2.72594E+12,3.12255E+12,6.03229E+11,4.26628E+11,7.70763E+11,5.84849E+12,5.02997E+11,2.98103E+11,7.53203E+11,5645013390,5645013390,858996260410.00,309918995710.00,854761510930.00
LDG.HM,2020,1017377995340.00,219050164360.00,4.03615E+11,4.06582E+12,NULL,1.48393E+12,2.42238E+12,-96501882020,2.42745E+12,3.10425E+12,12909538940,3.71062E+11,35049404020,5.5317E+12,4.03615E+11,3.58793E+11,23494177070,20661233700,20661233700,151226840530.00,65558341670.00,-269928191670.00
LDG.HM,2021,138471556640.00,NULL,5.44735E+11,4.15769E+12,NULL,4.78286E+11,2.74627E+12,-9.56354E+11,3.89583E+12,3.2752E+12,1.40653E+11,1.8281E+11,1.78383E+11,7.17103E+12,5.44735E+11,2.68083E+11,1.80493E+11,49960158150,49960158150,158016528840.00,70012179740.00,340253053050.00
LDG.HM,2022,168506714630.00,1205860629090.00,8.12492E+11,4.51484E+12,NULL,2.7705E+11,2.80973E+12,-35941323940,4.65804E+12,3.27191E+12,4007651930,1.07796E+11,19811048100,7.92995E+12,8.12492E+11,1.95677E+11,8273376850,88741751410,88741751410,117818281230.00,-17745350480.00,26078014950.00
TA9.HN,2016,2537865708100.00,222751444390.00,7.57429E+11,1.37338E+12,NULL,2.69599E+12,1.34833E+12,1.5604E+11,1.37785E+12,1.46752E+11,41690473540,1.58128E+11,49244364140,1.5246E+12,7.57429E+11,4.71349E+11,52113091930,7170671490,7170671490,84964516440.00,97416809180.00,-128295105650.00
TA9.HN,2017,1877878648330.00,141887218230.00,8.27474E+11,1.2375E+12,NULL,2.02734E+12,1.22081E+12,-3.00212E+11,1.24339E+12,1.52125E+11,36825222380,1.4946E+11,44410615130,1.39551E+12,8.27474E+11,6.04205E+11,46273494130,15752420700,15752420700,65163437390.00,103347964300.00,41701392340.00
TA9.HN,2018,1121132819520.00,228125725820.00,6.29071E+11,1.16563E+12,NULL,1.2244E+12,1.13523E+12,-3662543070,1.13878E+12,1.44662E+11,21940601580,1.0327E+11,23941946720,1.28345E+12,6.29071E+11,4.75666E+11,27425751970,16340871150,16340871150,49649052880.00,79192844100.00,-60116768510.00
TA9.HN,2019,1169694177550.00,341339669500.00,4.60505E+11,1.09335E+12,NULL,1.28028E+12,1.03143E+12,9207194850,1.03143E+12,1.46883E+11,22667920190,1.10588E+11,21481239620,1.17832E+12,4.60505E+11,3.61272E+11,28441802390,22169746420,22169746420,42248978250.00,67118094090.00,51566041440.00
TA9.HN,2020,1365054976870.00,234234450790.00,4.64572E+11,1.09034E+12,NULL,1.46835E+12,1.00394E+12,2.32753E+11,1.00394E+12,1.51565E+11,23312257950,1.03299E+11,28262546770,1.1555E+12,4.64572E+11,3.75243E+11,29388350570,18409512200,18409512200,108218052760.00,66602780420.00,-1929928070.00
TA9.HN,2021,1144363988260.00,294394157510.00,4.05879E+11,1.37906E+12,NULL,1.22616E+12,1.27622E+12,3.9959E+11,1.27622E+12,1.52492E+11,19610524360,81792418010,23653544720,1.42871E+12,4.05879E+11,4.20774E+11,24615996750,10859783150,10859783150,131737345740.00,49732235660.00,-9497358060.00
TA9.HN,2022,2097518228560.00,210057796480.00,2.92968E+11,1.55694E+12,NULL,2.2009E+12,1.44594E+12,3.61162E+11,1.44594E+12,1.53248E+11,20287869340,1.03377E+11,23418827860,1.59919E+12,2.92968E+11,4.10744E+11,25474243010,10187156250,10187156250,148105634240.00,31867904840.00,-27139073210.00
VPS.HM,2016,509947511630.00,145223545480.00,1.93308E+11,4.52213E+11,NULL,7.5005E+11,2.17224E+11,65699501920,2.24712E+11,3.38082E+11,75375813810,2.00989E+11,57155465350,5.62793E+11,1.93308E+11,94848986280,96184155660,2549827670,2549827670,132970546750.00,58573395970.00,14026866650.00
VPS.HM,2017,538699410500.00,-5451251860.00,1.37233E+11,4.77243E+11,NULL,8.01594E+11,2.67182E+11,1.03384E+11,2.74628E+11,3.36549E+11,40273750920,2.18768E+11,51063363290,6.11177E+11,1.37233E+11,1.30874E+11,51190741890,2447413960,2447413960,127422664780.00,59305974970.00,-66293942680.00
VPS.HM,2018,513460092420.00,-5177716310.00,1.54016E+11,4.15697E+11,NULL,7.37398E+11,2.21347E+11,-13625156300,2.2959E+11,3.34376E+11,28663611930,1.83916E+11,37598564240,5.63966E+11,1.54016E+11,87560731630,39170258810,3210936880,3210936880,111529289840.00,52020556640.00,-13198358690.00
VPS.HM,2019,445399803460.00,-4721988490.00,1.5094E+11,3.98098E+11,NULL,6.43519E+11,2.05038E+11,30046732340,2.13863E+11,3.1742E+11,706050450,1.63666E+11,3212266410,5.31282E+11,1.5094E+11,95675584240,4446079770,3200766040,3200766040,104140565260.00,14856968670.00,9277739790.00
VPS.HM,2020,359191600160.00,-3410388360.00,1.20971E+11,3.79395E+11,NULL,5.29249E+11,1.67155E+11,41541236320,1.76316E+11,3.30789E+11,13745454160,1.4869E+11,20120462650,5.07106E+11,1.20971E+11,79228314930,17871816130,3180828500,3180828500,797145325920.00,28766319800.00,27470989060.00
VPS.HM,2021,390411672910.00,-2869395090.00,81584921510,3.61175E+11,NULL,5.84261E+11,1.36774E+11,56029939940,1.48279E+11,3.2456E+11,13445959810,1.60808E+11,19630411130,4.72839E+11,81584921510,54138982420,20276975020,1585495510,1585495510,830636290660.00,34782403880.00,-21379218670.00
VPS.HM,2022,405292065710.00,-2502426390.00,2.07689E+11,4.09028E+11,NULL,5.95515E+11,1.74604E+11,-63443217550,1.86624E+11,3.26745E+11,17245617170,1.59495E+11,21893820620,5.1337E+11,2.07689E+11,75954988110,24320655670,1428317880,1428317880,829369537120.00,29568229290.00,22274540910.00
BFC.HM,2016,5038819953270.00,1564226394100.00,4.81913E+11,2.61879E+12,NULL,6.06154E+12,2.11051E+12,5.37182E+11,2.52533E+12,9.00313E+11,2.77123E+11,9.04097E+11,4.21064E+11,3.42564E+12,4.81913E+11,3.07563E+11,4.20549E+11,85241026210,85241026210,848178324570.00,607854125860.00,-116042742240.00
BFC.HM,2017,5295534771350.00,44503089850.00,4.4934E+11,3.00084E+12,NULL,6.42784E+12,2.44923E+12,-26284543060,2.86618E+12,9.74674E+11,2.76974E+11,1.01031E+12,4.21437E+11,3.84085E+12,4.4934E+11,3.69813E+11,4.27564E+11,1.05302E+11,1.05302E+11,843307498380.00,599416050980.00,-102288054070.00
BFC.HM,2018,5542136460140.00,10935116480.00,5.27633E+11,2.88125E+12,NULL,6.50045E+12,2.35208E+12,3.84723E+11,2.78431E+12,9.33194E+11,1.93314E+11,8.39753E+11,2.92502E+11,3.7175E+12,5.27633E+11,4.22811E+11,3.12412E+11,1.06836E+11,1.06836E+11,805267690120.00,470408610550.00,-83103552010.00
BFC.HM,2019,5396605135220.00,12931701740.00,6.62967E+11,2.48538E+12,NULL,6.22849E+12,2.04308E+12,6.16241E+11,2.41469E+12,9.22836E+11,74002541860,7.35827E+11,1.17772E+11,3.33753E+12,6.62967E+11,3.6295E+11,1.36679E+11,1.15184E+11,1.15184E+11,797651744640.00,308917883050.00,-50574537930.00
BFC.HM,2020,4663281634180.00,15363588730.00,5.03264E+11,2.20965E+12,NULL,5.52183E+12,1.73467E+12,4.4968E+11,2.08111E+12,9.75584E+11,1.33177E+11,7.55111E+11,1.97857E+11,3.0567E+12,5.03264E+11,3.41845E+11,2.00178E+11,82303254740,82303254740,329035136850.00,356944930380.00,-14963121870.00
BFC.HM,2021,6837873044540.00,19962982220.00,1.83779E+11,3.04487E+12,NULL,7.882E+12,2.44114E+12,-2.59899E+11,2.76525E+12,1.08883E+12,2.19559E+11,9.04923E+11,3.68699E+11,3.85408E+12,1.83779E+11,6.29758E+11,3.71231E+11,58445155030,58445155030,314151095080.00,513831319640.00,-50892473130.00
BFC.HM,2022,7703474073890.00,11765783360.00,5.37875E+11,3.48678E+12,NULL,8.70668E+12,2.91538E+12,-1.23068E+11,3.20592E+12,1.08266E+12,1.41094E+11,8.77884E+11,2.35024E+11,4.28858E+12,5.37875E+11,5.08513E+11,2.34453E+11,97903378440,97903378440,314989312550.00,413859080750.00,-84759113270.00
CCR.HN,2016,73607793680.00,676616390.00,5045380510,55589072690,1.04628E+11,NULL,29349392980,35993321720,1.31641E+11,2.53968E+11,7363979220,31020052990,9904239710,3.85609E+11,5045380510,1549256040,10066650750,7483322030,7483322030,310981494650.00,29966427600.00,-13248127370.00
CCR.HN,2017,90246369110.00,775483850.00,8292598090,51827713620,1.23878E+11,NULL,15171365490,782689320,1.11722E+11,2.55242E+11,7546200440,33632117740,10098774800,3.66964E+11,8292598090,699173230,10223447200,8687788890,8687788890,295864067690.00,33767787080.00,-3055198930.00
CCR.HN,2018,105642724760.00,1050716720.00,12171918070,62349388140,1.5955E+11,NULL,29261020960,48775484980,1.15834E+11,2.6259E+11,14974295760,53906894000,19370133900,3.78424E+11,12171918070,1119426830,19521890100,7997058330,7997058330,278840449670.00,42810159540.00,-19834446260.00
CCR.HN,2019,95661617510.00,1012257240.00,10560945880,48148923190,1.59962E+11,NULL,30700147730,36518201970,88735628480,2.71286E+11,22094704900,64300852860,30117314240,3.60022E+11,10560945880,1554379950,29891551000,7019369450,7019369450,269997971170.00,53677161010.00,-12393265650.00
CCR.HN,2020,84323116700.00,729284590.00,8332703980,26116084860,1.38417E+11,NULL,24693240120,32614698960,46383923480,2.76256E+11,23414401710,54094141000,28058327020,3.2264E+11,8332703980,2311667000,28260675530,3881472220,3881472220,1430895124879.99,50506985170.00,-2564847660.00
CCR.HN,2021,109430409600.00,1232734810.00,12904107520,47408256550,1.94944E+11,NULL,20183290190,55687320150,28902812960,2.97774E+11,42608474660,85513269790,53787713030,3.26677E+11,12904107520,1358937930,53957884400,733361110,733361110,1365394787530.00,75759950940.00,-6357728870.00
CCR.HN,2022,111714886100.00,1172653070.00,8819640280,37436869980,1.51878E+11,NULL,15258786810,18425291080,32338109450,2.75293E+11,14446231970,40163561820,18770995600,3.07631E+11,8819640280,1220910720,18786490550,0,0,1315122067280.00,37598672300.00,-25382531110.00
STK.HM,2016,1229541663660.00,402420168850.00,36719143550,5.93658E+11,NULL,1.37941E+12,6.77575E+11,2.02204E+11,1.32944E+12,6.95109E+11,28599093120,1.28743E+11,29417560780,2.02455E+12,36719143550,2.51139E+11,30668262120,16375957700,16375957700,1191601316120.00,178451268940.00,-295737385290.00
STK.HM,2017,1772497810800.00,45852987030.00,56914886930,6.13148E+11,NULL,2.0086E+12,7.32355E+11,3.05741E+11,1.19989E+12,7.78651E+11,99615432850,2.16555E+11,1.04428E+11,1.97854E+12,56914886930,3.07455E+11,1.05E+11,27469431780,27469431780,1058737697070.00,273984073130.00,-27127352480.00
STK.HM,2018,2072793297770.00,11496672730.00,58695785080,8.04312E+11,NULL,2.40832E+12,8.62133E+11,2.48068E+11,1.21038E+12,9.09053E+11,1.78352E+11,3.3491E+11,2.02344E+11,2.11943E+12,58695785080,3.31973E+11,1.99269E+11,29036662760,29036662760,973629613470.00,388179010630.00,-113017717580.00
STK.HM,2019,1874854239560.00,23452585180.00,94290868320,8.79672E+11,NULL,2.23183E+12,8.23669E+11,1.70856E+11,9.88154E+11,1.08312E+12,2.14423E+11,3.5413E+11,2.4819E+11,2.07127E+12,94290868320,2.28826E+11,2.5292E+11,30714160180,30714160180,925081840610.00,406260319970.00,-35195757940.00
STK.HM,2020,1510394847210.00,-1671206410.00,92809238640,6.33372E+11,NULL,1.7674E+12,5.68582E+11,4.46192E+11,6.20597E+11,1.08279E+12,1.44361E+11,2.55271E+11,1.64036E+11,1.70339E+12,92809238640,2.61567E+11,1.64489E+11,16392410720,16392410720,48756405840.00,307945309770.00,41142588700.00
STK.HM,2021,1667905910800.00,14002787020.00,69083156470,9.8623E+11,NULL,2.04337E+12,7.11866E+11,2.90142E+11,7.12146E+11,1.25899E+12,2.7848E+11,3.74483E+11,2.85178E+11,1.97114E+12,69083156470,2.91396E+11,2.85739E+11,5319270030,5319270030,77212798120.00,386403741990.00,30445502410.00
STK.HM,2022,1741237965680.00,17050522930.00,69400071860,1.19995E+12,NULL,2.11678E+12,5.83672E+11,2.11845E+11,5.83943E+11,1.54109E+12,2.42274E+11,3.73294E+11,2.70705E+11,2.12503E+12,69400071860,2.19788E+11,2.69463E+11,9128352050,9128352050,72653322960.00,396090458940.00,-351536953920.00
PMP.HN,2016,245138409940.00,51540671280.00,31111023100,94133218780,NULL,2.86394E+11,76741540810,-1383725680,78689786110,64202838500,10348245010,41255485900,12944348100,1.42893E+11,31111023100,12118315660,13023206350,2833600490,2833600490,70216785020.00,16603326330.00,-13488542070.00
PMP.HN,2017,347340229650.00,65546686720.00,34683311900,1.19659E+11,NULL,3.97196E+11,1.11411E+11,14660703880,1.30964E+11,65911017830,11900416080,48770469420,13446412930,1.96875E+11,34683311900,36886075700,15460951530,4347144810,4347144810,72737051170.00,25723124920.00,-33517641190.00
PMP.HN,2018,396919818460.00,71810732320.00,57334104630,1.65063E+11,NULL,4.47932E+11,1.56931E+11,-574682740,1.72183E+11,65536585310,8680629890,51012365770,11329769400,2.37719E+11,57334104630,22962414850,10925941970,6537205360,6537205360,67174432740.00,27558410660.00,-3188568040.00
PMP.HN,2019,312037306420.00,61095864470.00,62369343660,1.49215E+11,NULL,3.56259E+11,1.43963E+11,4171874960,1.57662E+11,62257838400,3933347570,44218088560,6869493360,2.1992E+11,62369343660,34205201070,5487385580,7274153120,7274153120,64856429930.00,23743022370.00,-1508683680.00
PMP.HN,2020,360072308210.00,84782306870.00,58596556100,1.68904E+11,NULL,4.03047E+11,1.66429E+11,24279547470,1.78205E+11,64564233210,6172396950,42975125320,7634490280,2.42769E+11,58596556100,30380424310,7422828290,6763997310,6763997310,202185055100.00,24101742400.00,-5849782640.00
PMP.HN,2021,535570284990.00,98034497310.00,60742915080,1.86471E+11,NULL,5.94203E+11,1.81313E+11,16579350200,1.89012E+11,66031800640,6719426970,56408334860,8734351030,2.55044E+11,60742915080,34148565490,8586094150,6833764920,6833764920,292563394200.00,27322319740.00,-7822306640.00
PMP.HN,2022,491556044060.00,76326010680.00,73880613270,1.7285E+11,NULL,5.4947E+11,1.66919E+11,-6254745020,1.71977E+11,67556781940,7152895350,57914405220,9087697880,2.39534E+11,73880613270,19838646090,9225403600,6544683410,6544683410,460618711920.00,28655748410.00,-1215882660.00
NAF.HM,2016,334581771540.00,37866749950.00,1.48119E+11,4.19614E+11,NULL,4.62721E+11,1.89771E+11,12904487610,2.34318E+11,3.87481E+11,48387096690,1.25925E+11,69130381240,6.21799E+11,1.48119E+11,21005748770,67310678160,5570345660,5570345660,449729126320.00,76619070130.00,-45717890350.00
NAF.HM,2017,366471044620.00,1009635140.00,2.19519E+11,5.79226E+11,NULL,5.29939E+11,2.73365E+11,4202828140,4.3181E+11,4.39979E+11,55075794110,1.52887E+11,78153227120,8.71789E+11,2.19519E+11,72324564090,78720242800,6975508500,6975508500,559318862980.00,91281075050.00,-119219337710.00
NAF.HM,2018,460401191110.00,2094471350.00,2.65099E+11,5.95149E+11,NULL,6.0755E+11,3.51292E+11,61374217550,5.80394E+11,4.75373E+11,27098331530,1.39823E+11,48176644430,1.05577E+12,2.65099E+11,1.27153E+11,45301050100,17224616260,17224616260,623144894250.00,75851248880.00,-129758429220.00
NAF.HM,2019,808889406080.00,15639162960.00,3.89603E+11,8.1955E+11,NULL,1.06974E+12,4.64565E+11,-2.89413E+11,5.90111E+11,6.81422E+11,47880755820,2.33051E+11,52600604050,1.27153E+12,3.89603E+11,83442500680,52422909370,31981881760,31981881760,478287622210.00,102106217630.00,-23474097910.00
NAF.HM,2020,947784824130.00,3286121660.00,5.03166E+11,9.7242E+11,NULL,1.21606E+12,5.94805E+11,39102381390,7.83165E+11,7.50213E+11,61189893650,2.54884E+11,66507597000,1.53338E+12,5.03166E+11,2.03089E+11,65090415110,41526044030,41526044030,22258081320.00,131448931160.00,-85389311640.00
NAF.HM,2021,1323189588290.00,4284783540.00,4.70611E+11,1.02932E+12,NULL,1.62928E+12,7.00841E+11,1.07891E+11,8.18391E+11,8.35665E+11,77492298830,2.91464E+11,90999760080,1.65406E+12,4.70611E+11,1.85731E+11,90423203930,32071214050,32071214050,29175355730.00,139792314190.00,-140202968660.00
NAF.HM,2022,1389947211400.00,158512506760.00,3.70123E+11,1.16997E+12,NULL,1.81781E+12,7.73963E+11,50445880470,8.55107E+11,8.91404E+11,79533392160,3.76623E+11,1.00763E+11,1.74651E+12,3.70123E+11,1.54614E+11,94244796290,27402043750,27402043750,24046227420.00,147546933950.00,-77324055470.00
PMB.HN,2016,1218888833370.00,6974580760.00,9484726270,1.70582E+11,NULL,1.31629E+12,38098559060,62331292130,38098559060,1.5484E+11,20672876600,76848795090,25848436000,1.92938E+11,9484726270,8768222030,25935989620,0,0,19374470240.00,25301004550.00,2966234340.00
PMB.HN,2017,1205376868680.00,5362189460.00,3826014540,1.44292E+11,NULL,1.29014E+12,22612365590,-17145182940,22612365590,1.50938E+11,13152412790,64780506650,13286081200,1.73551E+11,3826014540,6780732820,16510063240,31520550,31520550,21771733890.00,13092011160.00,1235709480.00
PMB.HN,2018,1455475668840.00,55307176800.00,7848644350,1.73436E+11,NULL,1.53367E+12,50093937250,-24730750080,50093937250,1.47459E+11,14306200030,62956435780,12338697750,1.97553E+11,7848644350,7967046570,17946063290,0,0,15556972760.00,11886514870.00,3702890360.00
PMB.HN,2019,1307669058410.00,21284177320.00,7345946170,1.68064E+11,NULL,1.39527E+12,42610356430,22756309080,42610356430,1.44893E+11,12180578410,69440284640,12975133250,1.87504E+11,7345946170,3648175970,15288515140,NULL,NULL,14006047260.00,13300892420.00,1873981760.00
PMB.HN,2020,1229100638340.00,11107001080.00,9606143970,1.66719E+11,NULL,1.30836E+12,48654046270,26880497810,48654046270,1.39902E+11,8793686330,62912211140,4492363580,1.88556E+11,9606143970,5088648150,11043130540,NULL,NULL,407154645630.00,5821260430.00,1679624490.00
