Stock,Year,"Cost of Revenue, Total",Inventories - Other,"Accounts Receivable - Trade, Net",Total Current Assets,Net Sales,Gross Revenue,Total Current Liabilities,Cash from Operating Activities,Total Liabilities,Total Equity,Net Income Incl Extra Before Distributions,Gross Profit,Operating Income,"Total Assets, Reported","Accounts Receivable - Trade, Net",Accounts Payable,Net Income Before Taxes,Interest Expense - Operating,"Interest Expense, Supplemental","Total Fixed Assets, Net",EBITDA,Cash from Investing Activities
CSC.HN,2017,327234652920.00,74339277890.00,1.6375E+11,4.86633E+11,NULL,3.28075E+11,2.67048E+11,-89087145620,4.03731E+11,1.79256E+11,66289426160,840276080,1.54162E+11,5.82987E+11,1.6375E+11,90340828700,1.5444E+11,5236201960,5236201960,633618482300.00,-22300288260.00,80532051990.00
CSC.HN,2018,483992351470.00,61007606380.00,2.74722E+11,6.46336E+11,NULL,4.98041E+11,3.60743E+11,-1.13691E+11,4.54189E+11,2.96788E+11,1.24767E+11,14048709570,1.566E+11,7.50977E+11,2.74722E+11,1.65905E+11,1.55599E+11,5374851390,5374851390,572973728940.00,-11210299360.00,156072349890.00
CSC.HN,2019,402780860230.00,82786344050.00,3.35282E+11,6.58638E+11,NULL,4.37401E+11,5.56888E+11,-29357869990,6.98316E+11,2.75661E+11,2849491640,34619759280,6160466370,9.73977E+11,3.35282E+11,2.35841E+11,5189820320,7606179330,7606179330,541706173360.00,12591458150.00,-141962745020.00
CSC.HN,2020,170921148030.00,409502032580.00,2.55124E+11,1.09552E+12,NULL,1.79711E+11,5.36389E+11,-1.74451E+11,8.63561E+11,3.07742E+11,40323223780,8790327610,84178888740,1.1713E+12,2.55124E+11,1.72094E+11,83208520110,6631173210,6631173210,471659073930.00,-10635756230.00,140872442790.00
CSC.HN,2021,568442578830.00,1543988233290.00,3.1007E+11,2.27555E+12,NULL,7.19577E+11,1.54066E+12,-1.46835E+11,1.99796E+12,3.5769E+11,51887151700,1.51135E+11,76560812400,2.35565E+12,3.1007E+11,3.42903E+11,77869985510,6129072620,6129072620,1046720654220.00,85343745730.00,-8154303080.00
CSC.HN,2022,1108824649100.00,1570056580370.00,3.51688E+11,2.33121E+12,NULL,1.73322E+12,1.45259E+12,2.70713E+11,1.80449E+12,5.93473E+11,2.64458E+11,6.24391E+11,4.548E+11,2.39797E+12,3.51688E+11,4.40458E+11,4.55981E+11,7107575720,7107575720,1429252557130.00,459060562940.00,-6381201050.00
VIT.HN,2016,830465369590.00,158936477770.00,27077580860,3.18773E+11,NULL,9.68209E+11,3.82972E+11,1.14873E+11,5.44752E+11,2.25868E+11,57257228540,1.35923E+11,70911739100,7.70619E+11,27077580860,77327912370,71611643540,35494902440,35494902440,540654283930.00,160394400390.00,-21446401660.00
VIT.HN,2017,843219362060.00,338698586990.00,76004018480,4.62397E+11,NULL,9.8207E+11,6.13568E+11,-1.07625E+11,8.52998E+11,2.44882E+11,37707668090,1.28105E+11,51837092420,1.09788E+12,76004018480,1.29706E+11,51267737420,45265080960,45265080960,727430468920.00,97824095540.00,-170893457260.00
VIT.HN,2018,1103065376500.00,19017516480.00,34375724280,4.42606E+11,NULL,1.24892E+12,5.97395E+11,1.68809E+11,7.61993E+11,2.55454E+11,39970517610,1.4186E+11,54927709950,1.01745E+12,34375724280,1.27915E+11,55107872820,56739913960,56739913960,705238466320.00,183936082930.00,-10704439350.00
VIT.HN,2019,1289738623960.00,17242769020.00,43327202470,4.46681E+11,NULL,1.47401E+12,5.03014E+11,2.05661E+11,6.95317E+11,2.9567E+11,72162090490,1.83615E+11,88528376100,9.90987E+11,43327202470,1.47341E+11,88426308590,53475674980,53475674980,613187217870.00,215318890980.00,-12848656700.00
VIT.HN,2020,1131625638740.00,13713544860.00,54556869150,4.86542E+11,NULL,1.29199E+12,5.27627E+11,81348135730,6.52356E+11,3.08568E+11,59414397670,1.5983E+11,61437194400,9.60923E+11,54556869150,1.05168E+11,62019452340,48286195460,48286195460,597684180580.00,185625799510.00,2825108190.00
VIT.HN,2021,1118642411760.00,54701564020.00,46318359700,6.13935E+11,NULL,1.25792E+12,6.43098E+11,1.27492E+11,1.04695E+12,6.14921E+11,46166694620,1.3816E+11,56271697250,1.66187E+12,46318359700,1.78786E+11,56534659600,36794637640,36794637640,765189334620.00,166063866600.00,-755257609090.00
VIT.HN,2022,1807735229500.00,48423176130.00,35524048320,7.75575E+11,NULL,2.00153E+12,9.90882E+11,-65558188760,1.58474E+12,6.22379E+11,50911906280,1.93567E+11,59000971570,2.20712E+12,35524048320,2.90759E+11,60262796100,70777842940,70777842940,1035318031300.00,254256980200.00,-272352488820.00
CVT.HM,2016,854550696910.00,266620491900.00,22458429150,4.65492E+11,NULL,1.18956E+12,4.62732E+11,2.68805E+11,6.19488E+11,3.86658E+11,1.52042E+11,2.6317E+11,1.80976E+11,1.00615E+12,22458429150,1.35861E+11,1.90336E+11,35913914190,35913914190,5054575830.00,313141211880.00,-88566641190.00
CVT.HM,2017,899579579340.00,348503105270.00,35810989180,5.09764E+11,NULL,1.25721E+12,5.30558E+11,1.90339E+11,6.96702E+11,5.40493E+11,1.73779E+11,2.8151E+11,2.08857E+11,1.23719E+12,35810989180,2.20128E+11,2.17472E+11,27382705350,27382705350,4440703380.00,331052372010.00,-267914147620.00
CVT.HM,2018,1164516263110.00,1100154910.00,70954129890,6.29802E+11,NULL,1.55826E+12,6.71625E+11,91155853480,7.00813E+11,6.34228E+11,1.61986E+11,2.91619E+11,2.04762E+11,1.33504E+12,70954129890,2.15899E+11,2.03173E+11,34797390520,34797390520,4618909220.00,352141467460.00,-59534486110.00
CVT.HM,2019,1182579973820.00,-1480060000.00,5442414450,6.19829E+11,NULL,1.58118E+12,5.24124E+11,2.82113E+11,5.33954E+11,6.99062E+11,1.6466E+11,2.85481E+11,2.03719E+11,1.23302E+12,5442414450,1.51399E+11,2.06046E+11,28343321710,28343321710,3063448290.00,355596489630.00,-28793030450.00
CVT.HM,2020,1083262226040.00,-1875934270.00,7380263230,7.96232E+11,NULL,1.36041E+12,5.94003E+11,2.47685E+11,6.30298E+11,7.63618E+11,1.20624E+11,2.24095E+11,1.50553E+11,1.39392E+12,7380263230,1.83183E+11,1.51056E+11,16768480260,16768480260,2586628100.00,295034135400.00,-214085981770.00
CVT.HM,2021,1197226904170.00,-6455812420.00,8577180520,1.66255E+12,NULL,1.51909E+12,9.37602E+11,2.02193E+11,1.65019E+12,7.7755E+11,94195469050,2.45869E+11,1.20684E+11,2.42774E+12,8577180520,1.72915E+11,1.18386E+11,55561163640,55561163640,2170407500.00,278343362420.00,-1192356594260.00
CVT.HM,2022,1679197826980.00,670560376250.00,78220376240,2.34106E+12,NULL,2.06519E+12,1.31815E+12,-4.2182E+11,2.50093E+12,8.75452E+11,98772588360,3.42344E+11,1.24074E+11,3.37638E+12,78220376240,3.58099E+11,1.24012E+11,1.78159E+11,1.78159E+11,1783298660.00,352966892940.00,-191252536300.00
TMX.HN,2016,1218721100780.00,9893611280.00,58079421130,1.38671E+11,NULL,1.29912E+12,43396344660,5805313660,45333456020,98392367540,9251123020,38715642550,4974471350,1.43726E+11,58079421130,30108815200,11621707740,NULL,NULL,144706902810.00,2063077890.00,-27861617610.00
TMX.HN,2017,1391918946390.00,20412735810.00,41189768890,1.73045E+11,NULL,1.47733E+12,79810283010,41830793400,82464794370,95021314160,9885089040,47877068410,12870935560,1.77486E+11,41189768890,36560193560,13103717170,NULL,NULL,157689206920.00,10082905690.00,15251995110.00
TMX.HN,2018,1107378073380.00,6383013270.00,19788697190,1.71329E+11,NULL,1.20414E+12,65351387570,26673201650,67804898930,1.08143E+11,17621790220,50662109060,22085396080,1.75948E+11,19788697190,42295378990,22146002140,0,0,150539490900.00,10622760170.00,-4932688690.00
TMX.HN,2019,809958775540.00,3776757350.00,17415690230,1.64161E+11,NULL,8.77891E+11,64915659300,5745323640,67204170660,1.0002E+11,10035813160,33351366020,12125830920,1.67224E+11,17415690230,48941976680,12605920790,0,0,177193572310.00,7516738850.00,-25761277020.00
TMX.HN,2020,569711890620.00,4566136170.00,6700539200,1.49343E+11,NULL,6.22675E+11,50010820970,-5271104000,52389332330,99540569310,8654636940,28285730740,9806487640,1.5193E+11,6700539200,34498898060,10999671470,0,0,168109001240.00,1943812180.00,-26350512070.00
TMX.HN,2021,478115026930.00,2265988230.00,1110026480,1.32246E+11,NULL,5.16494E+11,37560760830,-6745902920,39842772190,94573714700,3083245390,17488608370,3854007430,1.34416E+11,1110026480,22838917330,4056831040,NULL,NULL,576589942050.00,-447852640.00,11574474980.00
TMX.HN,2022,582788920700.00,2358251800.00,1101987290,1.39713E+11,NULL,6.41534E+11,43737054140,3981720100,45827565500,95668651720,5741241020,27368151570,6928644360,1.41496E+11,1101987290,31622732190,7228618680,NULL,NULL,687634069640.00,3960984610.00,1241583230.00
PHC.HM,2016,1362318445700.00,458446104770.00,1.66275E+11,8.28038E+11,NULL,1.46904E+12,7.43101E+11,-1.17144E+11,7.89122E+11,1.83623E+11,14600446670,1.06724E+11,21569546170,9.72745E+11,1.66275E+11,1.32826E+11,23213362670,26462381120,26462381120,47601261999999.90,59391415650.00,-33611759250.00
PHC.HM,2017,1967006611940.00,855509179360.00,3.61654E+11,1.41345E+12,NULL,2.11146E+12,1.08593E+12,-5.32623E+11,1.31061E+12,2.96724E+11,28198275850,1.44453E+11,42789175810,1.60733E+12,3.61654E+11,3.18153E+11,40148472800,43136520240,43136520240,46297602999999.90,93786144890.00,18128501650.00
PHC.HM,2018,2917934059950.00,965983611080.00,9.13564E+11,2.26737E+12,NULL,3.15877E+12,1.85448E+12,-5.13678E+11,2.10215E+12,3.45375E+11,61234671630,2.40835E+11,80835487240,2.44752E+12,9.13564E+11,3.89486E+11,86600435790,73445222320,73445222320,50182331999999.90,161562193940.00,-4043275210.00
PHC.HM,2019,3409515839410.00,861543310.00,1.14232E+12,2.20151E+12,NULL,3.7199E+12,1.90276E+12,2.94523E+11,2.01509E+12,3.87209E+11,63557670990,3.10381E+11,88851048100,2.4023E+12,1.14232E+12,4.75531E+11,94526866810,65375182980,65375182980,67450285000000.00,143123317870.00,4049110110.00
PHC.HM,2020,1378239837950.00,19731326620.00,9.36633E+11,1.80571E+12,NULL,1.53684E+12,1.6097E+12,2.87783E+11,1.66605E+12,3.64631E+11,4923947040,1.58597E+11,15773684340,2.03068E+12,9.36633E+11,4.26068E+11,15801667710,46607197020,46607197020,80552369000000.00,59861375060.00,-121528131640.00
PHC.HM,2021,847907792920.00,19224547540.00,8.04973E+11,1.88601E+12,NULL,9.34849E+11,1.60429E+12,-2.37564E+11,1.78697E+12,6.75637E+11,54426414990,86941529650,61500760070,2.4626E+12,8.04973E+11,4.9852E+11,68922653570,43828608920,43828608920,77227998000000.10,99855207530.00,11052168050.00
PHC.HM,2022,1802667731780.00,646532322040.00,9.09762E+11,2.02717E+12,NULL,1.92775E+12,1.88346E+12,29613457410,2.06846E+12,6.46346E+11,19488512160,1.16203E+11,20245263140,2.7148E+12,9.09762E+11,7.9044E+11,23004540160,51467417520,51467417520,86485951999999.90,75126563690.00,-126845131410.00
MSN.HM,2016,30366979000000.00,1611923000000.00,1.25464E+12,2.28762E+13,NULL,4.51002E+13,1.78984E+13,4.1186E+12,5.77629E+13,1.52762E+13,2.79144E+12,1.29301E+13,4.48111E+12,7.3039E+13,1.25464E+12,2.42734E+12,4.4464E+12,3.11248E+12,3.11248E+12,192761907390.00,8350864000000.01,-19164627000000.00
MSN.HM,2017,25988836000000.00,1191482000000.00,1.10517E+12,1.51449E+13,NULL,3.89802E+13,1.5533E+13,2.76646E+12,4.86918E+13,1.48367E+13,3.10266E+12,1.16318E+13,4.18189E+12,6.35285E+13,1.10517E+12,2.10526E+12,4.13864E+12,3.43532E+12,3.43532E+12,144535429610.00,6939174999999.99,3133952000000.00
MSN.HM,2018,26306208000000.00,1065014000000.00,1.41725E+12,1.24996E+13,NULL,3.93787E+13,1.57955E+13,4.39113E+12,3.50919E+13,2.94867E+13,4.9165E+12,1.18814E+13,6.27699E+12,6.45786E+13,1.41725E+12,2.66861E+12,6.24382E+12,2.88837E+12,2.88837E+12,127966846530.00,8147581000000.00,-3866600000000.00
MSN.HM,2019,26412939000000.00,1066490000000.00,1.13479E+12,2.42619E+13,NULL,3.88187E+13,3.04922E+13,5.10413E+12,5.45171E+13,4.27801E+13,5.55757E+12,1.09411E+13,7.22571E+12,9.72973E+13,1.13479E+12,5.6354E+12,7.10509E+12,2.01098E+12,2.01098E+12,86970183690.00,7462959999999.99,-6011442000000.00
MSN.HM,2020,59329111000000.00,1430797000000.00,1.95406E+12,2.97607E+13,NULL,7.88683E+13,3.88747E+13,1.3513E+12,9.97989E+13,1.59376E+13,1.23398E+12,1.78887E+13,1.19577E+12,1.15737E+14,1.95406E+12,6.83265E+12,2.32484E+12,4.00844E+12,4.00844E+12,63705547580.00,6436691000000.00,-33757290000000.00
MSN.HM,2021,66493966000000.00,1335077000000.00,2.44686E+12,4.36302E+13,NULL,8.97916E+13,3.45478E+13,1.14391E+12,9.32825E+13,3.2811E+13,8.56288E+12,2.21348E+13,1.12732E+13,1.26093E+14,2.44686E+12,7.97029E+12,1.14888E+13,5.2597E+12,5.2597E+12,51973381940.00,10628606000000.00,6346219000000.00
MSN.HM,2022,55154201000000.00,1192354000000.00,2.68845E+12,4.76746E+13,NULL,7.63808E+13,6.53209E+13,-3.78885E+12,1.1519E+14,2.61526E+13,3.567E+12,2.1035E+13,5.26546E+12,1.41343E+14,2.68845E+12,7.48937E+12,5.14715E+12,5.34595E+12,5.34595E+12,120317546710.00,9305654000000.00,-26447259000000.00
VC9.HN,2016,790341891490.00,484824525760.00,4.86035E+11,1.18238E+12,8.48714E+11,NULL,1.12972E+12,6417782310,1.18373E+12,1.91411E+11,13876666920,58371819510,8289426200,1.37514E+12,4.86035E+11,2.82445E+11,14643380740,24672210770,24672210770,60738723240.00,36843887320.00,-302218820.00
VC9.HN,2017,991995449810.00,675888309980.00,5.46399E+11,1.54042E+12,1.06335E+12,NULL,1.32925E+12,8364852130,1.49442E+12,1.90531E+11,12607920570,71358823820,14374342500,1.68496E+12,5.46399E+11,3.44033E+11,18668719260,23507379070,23507379070,45362704560.00,50584007370.00,2277461540.00
VC9.HN,2018,1339947124780.00,545224760890.00,6.2473E+11,1.44233E+12,1.38487E+12,NULL,1.33573E+12,-53418771040,1.38608E+12,1.84214E+11,8151636010,44925270080,22649524930,1.5703E+12,6.2473E+11,3.77578E+11,12494670480,28237204170,28237204170,46376299050.00,28374310470.00,-21952964560.00
VC9.HN,2019,1014975524570.00,464877728630.00,7.31748E+11,1.38509E+12,1.0745E+12,NULL,1.29627E+12,-1.01142E+11,1.29746E+12,1.74598E+11,910387070,59527954010,14740467000,1.47206E+12,7.31748E+11,3.88521E+11,10113167560,24914405690,24914405690,46874203770.00,39219698250.00,3851599000.00
VC9.HN,2020,804549818080.00,212251025090.00,7.03644E+11,1.04925E+12,7.49166E+11,NULL,1.1041E+12,1.38291E+11,1.10508E+12,7875381860,-99343330300,-55384072790,-97833807380,1.11295E+12,7.03644E+11,3.34067E+11,-99277832320,25268831400,25268831400,102530619570.00,-64319319270.00,-15791211490.00
VC9.HN,2021,172487923390.00,262053612330.00,6.02384E+11,1.13595E+12,2.09882E+11,NULL,1.08583E+12,1.02839E+11,1.17836E+12,9566563900,1691182050,37393611900,2256316620,1.18793E+12,6.02384E+11,2.66199E+11,2584586930,33470983080,33470983080,122304339980.00,25956063350.00,-57877959380.00
VC9.HN,2022,373596076630.00,221495147050.00,5.49731E+11,1.0698E+12,NULL,3.94025E+11,1.01421E+12,1.57181E+11,1.17868E+12,11444402340,1877838430,20428873570,-22151111590,1.19012E+12,5.49731E+11,2.89642E+11,11691124450,NULL,-31169396300,110780637990.00,3259614630.00,-72644781940.00
GDT.HM,2016,201851374810.00,309122450.00,32893933050,3.03343E+11,NULL,3.25122E+11,1.03537E+11,76201748800,1.07055E+11,2.57413E+11,95932657350,1.21797E+11,94719223500,3.64469E+11,32893933050,9803041920,1.15667E+11,415720640,415720640,51926861730.00,90755061270.00,-36592384290.00
GDT.HM,2017,235984795160.00,287004240.00,22572813880,3.04908E+11,NULL,3.64566E+11,90765598560,46914765920,94205320650,2.56325E+11,1.01297E+11,1.2626E+11,1.03545E+11,3.5053E+11,22572813880,6724953560,1.25325E+11,383399230,383399230,51000455030.00,95216040860.00,32102357220.00
GDT.HM,2018,250106307120.00,387218310.00,33594980820,2.97252E+11,NULL,3.92849E+11,81617514420,46629645880,85193773170,2.5869E+11,89704714110,1.39728E+11,1.11327E+11,3.43884E+11,33594980820,8714852610,1.12369E+11,206966590,206966590,51128278310.00,104032807490.00,56494772010.00
GDT.HM,2019,229849409200.00,436553190.00,21477863150,3.40355E+11,NULL,3.45634E+11,1.05545E+11,69080526550,1.09055E+11,2.78325E+11,74220846140,1.11997E+11,92353035580,3.8738E+11,21477863150,19454902190,92749150910,632547200,632547200,53114996290.00,83733462600.00,-50162473730.00
GDT.HM,2020,275640723130.00,583364530.00,34376806760,2.96181E+11,NULL,4.02975E+11,1.23932E+11,71593742440,1.28327E+11,2.70534E+11,79976973110,1.24764E+11,99577405220,3.98862E+11,34376806760,21677039390,1.00085E+11,764259530,764259530,62319522770.00,89615060530.00,3490884440.00
GDT.HM,2021,237385555680.00,663704410.00,18273304210,2.28511E+11,NULL,3.40146E+11,1.1127E+11,34347820260,1.15572E+11,2.65393E+11,60786014190,1.01244E+11,76530085980,3.80965E+11,18273304210,14521145770,76340558220,950735950,950735950,77232287590.00,68740462540.00,38280038700.00
GDT.HM,2022,266129440680.00,97476976590.00,37565228200,2.65427E+11,NULL,4.01581E+11,1.0788E+11,-6914813120,1.12147E+11,2.94211E+11,69125960560,1.33632E+11,87837916100,4.06358E+11,37565228200,23811401350,86672459710,1746451340,1746451340,73334489130.00,90343079740.00,102366145410.00
TV3.HN,2016,237153469540.00,32823111490.00,67525579000,2.07382E+11,NULL,3.0754E+11,1.72371E+11,33022556830,1.72371E+11,87090895290,12897378770,69728721590,15001693240,2.59462E+11,67525579000,6575795150,16299470590,0,0,575502575910.00,17926713100.00,-4565586470.00
TV3.HN,2017,316447637760.00,32238049030.00,59219514110,2.14057E+11,NULL,4.00545E+11,1.78984E+11,43189081910,1.78984E+11,97338138820,13960818530,83570487710,17691302860,2.76322E+11,59219514110,29520708420,17776313100,NULL,NULL,644791975030.00,22259232810.00,-16432857870.00
TV3.HN,2018,274133944240.00,28114557220.00,86826760650,2.16579E+11,NULL,3.81486E+11,1.8922E+11,-23750166450,1.8922E+11,1.01756E+11,14455703890,1.06131E+11,29295388670,2.90976E+11,86826760650,8212935830,18692163430,NULL,NULL,699411821660.00,29402482740.00,13898091820.00
TV3.HN,2019,274088901740.00,19733301030.00,1.14736E+11,2.36792E+11,NULL,3.88749E+11,2.04882E+11,18612973410,2.04882E+11,1.08453E+11,16918912970,1.13694E+11,22677468040,3.13334E+11,1.14736E+11,5195259950,23012058850,NULL,NULL,853363325250.00,26268581140.00,-3658743300.00
TV3.HN,2020,300478995500.00,19923494430.00,1.02902E+11,2.02307E+11,NULL,4.08938E+11,2.03225E+11,14896889590,2.03225E+11,1.15655E+11,19619895150,1.03221E+11,23033000510,3.1888E+11,1.02902E+11,17929392840,24351622910,NULL,NULL,799597783540.00,29960693330.00,-13528252660.00
TV3.HN,2021,216461702080.00,21144383120.00,1.41824E+11,2.07663E+11,NULL,3.16338E+11,2.03299E+11,-20743379230,2.03299E+11,1.24889E+11,20145822680,95739915600,24014394510,3.28188E+11,1.41824E+11,9072136590,25191131420,383929400,383929400,803779228260.00,30913509860.00,-26279973500.00
TV3.HN,2022,157450682210.00,26546339760.00,1.03131E+11,1.53815E+11,NULL,2.51241E+11,1.27413E+11,-33380673860,1.27413E+11,1.42049E+11,19885723030,93790572680,23203686190,2.69461E+11,1.03131E+11,5022638290,23602886700,505951010,505951010,10970797200.00,20553112840.00,10828266330.00
TIX.HM,2017,397868577790.00,4374372200.00,30576050100,4.50314E+11,NULL,5.91036E+11,1.14599E+11,1.03393E+11,3.60302E+11,6.70114E+11,1.17537E+11,1.93156E+11,1.45058E+11,1.03042E+12,30576050100,11376152620,1.45178E+11,419554350,419554350,12347052870.00,119670200970.00,-117476761200.00
TIX.HM,2018,52242794470.00,NULL,22494273940,3.69717E+11,NULL,1.82656E+11,88116431300,93188442700,3.45125E+11,6.71235E+11,86686803080,1.30413E+11,90233468010,1.01636E+12,22494273940,5515638870,1.07969E+11,43974760,43974760,10730634100.00,70551618610.00,8209323130.00
TIX.HM,2019,63190393460.00,NULL,49835009940,4.41719E+11,NULL,2.40154E+11,1.04909E+11,67855823960,3.57015E+11,7.84116E+11,1.0739E+11,1.76123E+11,1.33957E+11,1.14113E+12,49835009940,22410748040,1.32597E+11,717637170,717637170,8032795570.00,116087785840.00,-119029264270.00
TIX.HM,2020,48838978890.00,NULL,15947246020,3.01439E+11,NULL,1.8199E+11,1.02474E+11,1.15597E+11,3.79097E+11,7.94425E+11,87388486490,1.33151E+11,1.06205E+11,1.17352E+12,15947246020,3854553090,1.06232E+11,0,0,5896551340.00,80120876120.00,11235313260.00
TIX.HM,2021,76855937650.00,NULL,61796185730,3.90655E+11,NULL,2.65447E+11,93112602060,74060059800,3.85052E+11,8.25486E+11,1.17547E+11,1.88591E+11,1.49006E+11,1.21054E+12,61796185730,5871029520,1.45889E+11,707060070,707060070,6741950380.00,128321727730.00,-35310665880.00
TIX.HM,2022,55439045900.00,NULL,15293875860,3.86104E+11,NULL,2.30646E+11,1.02712E+11,1.39745E+11,3.63153E+11,8.43618E+11,1.10969E+11,1.75207E+11,1.37922E+11,1.20677E+12,15293875860,10019699710,1.36861E+11,1307545980,1307545980,4773161060.00,116725046980.00,-65018190710.00
BXH.HN,2016,184704028240.00,22602884090.00,89115717410,1.21235E+11,NULL,2.18354E+11,78107734770,9448962170,78107734770,54098382930,8543070650,33650184380,9594699150,1.32206E+11,89115717410,34141156910,10897264020,2203645740,2203645740,506131149280.00,14286189710.00,-85111120.00
BXH.HN,2017,159070677070.00,23062084620.00,80866739120,1.06769E+11,NULL,1.81253E+11,61874001090,-9438320690,61874001090,57241706170,3143323240,22182330870,3237189390,1.19116E+11,80866739120,18133484660,4038650980,2328005440,2328005440,605619999080.00,8213768950.00,-4024829790.00
BXH.HN,2018,209553544690.00,16391428960.00,99142441490,1.24808E+11,NULL,2.31582E+11,79039320580,13523661640,79039320580,56499660110,2401277180,22028503990,2201244490,1.35539E+11,99142441490,39322083110,3074957910,2234702930,2234702930,758851279840.00,7076399670.00,-749765300.00
BXH.HN,2019,200154765390.00,22124226120.00,1.06457E+11,1.30467E+11,NULL,2.27676E+11,80922161970,1457804540,80922161970,57577729700,3479346770,27521445560,4785618890,1.385E+11,1.06457E+11,49725857840,4917793020,2327027160,2327027160,662192869550.00,9721669600.00,88814980.00
BXH.HN,2020,173086293640.00,30705725070.00,96242593240,1.38061E+11,NULL,2.03894E+11,85866451270,9361581760,85866451270,58091337200,3992954280,30807222980,4552507090,1.43958E+11,96242593240,48301496030,5070972160,1944547000,1944547000,889965810190.00,9074325670.00,-343187350.00
BXH.HN,2021,203898923120.00,35024682550.00,77094945240,1.22987E+11,NULL,2.295E+11,74002032300,15290309330,74002032300,55727396330,1629013410,25600849300,1622364170,1.29729E+11,77094945240,51418897200,2400271500,1546828070,1546828070,939627938230.00,5247507270.00,-1264342160.00
BXH.HN,2022,188975933000.00,23764252080.00,71900047020,1.03496E+11,NULL,2.14861E+11,52614821650,8473502240,52614821650,55654333650,1555950720,25885195650,947401420,1.08269E+11,71900047020,41735338190,2010614290,1218209270,1218209270,814092443560.00,4348883160.00,135543860.00
BTP.HM,2016,1542525018030.00,147491800.00,2.78838E+11,1.30039E+12,1.66785E+12,NULL,2.12466E+11,69771046430,7.00253E+11,1.10627E+12,1.1984E+11,1.25322E+11,1.5027E+11,1.80652E+12,2.78838E+11,25065128310,1.48758E+11,13535204070,13535204070,83868616430.00,113817225890.00,-37622552680.00
BTP.HM,2017,2320201067540.00,915608350.00,1.24789E+12,2.36887E+12,2.44391E+12,NULL,1.35905E+12,2.01909E+11,1.85293E+12,1.12156E+12,92149646410,1.23713E+11,1.07895E+11,2.97449E+12,1.24789E+12,1.18195E+12,1.08025E+11,13441028110,13441028110,82638262020.00,115459574460.00,19688256510.00
BTP.HM,2018,985270429800.00,176086460.00,50197693810,1.13066E+12,1.10705E+12,NULL,3.776E+11,1.67704E+11,8.01416E+11,1.08809E+12,1.37305E+11,1.21778E+11,1.69715E+11,1.88951E+12,50197693810,1.07187E+11,1.69945E+11,12219410310,12219410310,74649830350.00,119004952440.00,-28030868460.00
BTP.HM,2019,1698132534990.00,437709470.00,6.2525E+11,1.33527E+12,NULL,1.89482E+12,4.01425E+11,-1.76029E+11,7.70164E+11,1.2273E+12,1.82423E+11,1.9669E+11,2.23761E+11,1.99747E+12,6.2525E+11,2.84489E+11,2.23887E+11,11465426140,11465426140,65319768990.00,192121585680.00,84023793780.00
BTP.HM,2020,656577977780.00,53439690.00,85192522850,8.19594E+11,NULL,7.50177E+11,1.49841E+11,3.12374E+11,4.86356E+11,1.2232E+12,80929781090,93598837570,96574228110,1.70956E+12,85192522850,62780575460,96690950380,10264144420,10264144420,62404191700.00,105033918950.00,-76661658400.00
BTP.HM,2021,1145617566940.00,72045270.00,4.38226E+11,9.69732E+11,1.21291E+12,NULL,3.80055E+11,-98724397500,6.34082E+11,1.27528E+12,1.27218E+11,67289356120,1.49143E+11,1.90936E+12,4.38226E+11,2.94382E+11,1.49328E+11,8273949590,8273949590,15031360920.00,71717546770.00,124392531150.00
BTP.HM,2022,480715391500.00,73433260.00,2.44386E+11,7.8531E+11,5.13492E+11,NULL,1.59806E+11,1386545310,3.5642E+11,1.24298E+12,70744270210,32776163260,78131482770,1.5994E+12,2.44386E+11,79030855980,78286396190,6300576750,6300576750,23990139750.00,47544932550.00,171603997720.00
MHL.HN,2017,386733532240.00,73603384000.00,32312041370,1.37704E+11,NULL,4.20919E+11,1.19667E+11,-4488827900,1.58319E+11,63702762960,NULL,34126984840,1653611880,2.22021E+11,32312041370,47738887020,2964875750,6109521100,6109521100,27459142290.00,14779577770.00,-37166173110.00
MHL.HN,2018,386733532240.00,73603384000.00,32312041370,1.37704E+11,NULL,4.20919E+11,1.19667E+11,4488827900,1.58319E+11,63702762960,1869598910,44180298810,-2389366810,2.42373E+11,52855916670,58258606480,1685756310,11533663830,11533663830,29519870300.00,19717559370.00,-6897172070.00
MHL.HN,2019,352887442140.00,82567147390.00,52855916670,1.59286E+11,NULL,3.97098E+11,1.44196E+11,-5536054760,1.77684E+11,64688519270,1685756310,42339510890,1129907650,2.40699E+11,45800874400,56910437390,1166040860,10660999380,10660999380,25623152940.00,19556915110.00,-837700280.00
MHL.HN,2020,398436859520.00,100790930010.00,45800874400,1.65893E+11,NULL,4.40784E+11,1.5102E+11,2953763570,1.78043E+11,62655288890,812453450,13045529270,-26370103780,2.284E+11,38211616560,51888461640,-20700798520,9161653590,9161653590,14018063620.00,-10157923020.00,3852123350.00
MHL.HN,2021,317904762730.00,112352988070.00,38211616560,1.62664E+11,NULL,3.3095E+11,1.69623E+11,-25667876700,1.91569E+11,36830900360,-20700798520,55465273120,22133653290,1.95013E+11,1.04748E+11,28261897130,22600916630,7843676080,7843676080,784112200800.00,36489378940.00,-5617240650.00
MHL.HN,2022,353758737530.00,9818342150.00,1.04748E+11,1.32452E+11,NULL,4.09224E+11,1.09698E+11,38560170100,1.35581E+11,59431816980,22600916630,NULL,NULL,2.22021E+11,32312041370,47738887020,2964875750,6109521100,6109521100,766451313950.00,NULL,-37166173110.00
